Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000004	1.051307	1.207849	74.516000	70.756000	
0.000004	1.052299	1.202244	74.511000	70.802000	
0.000004	1.046613	1.207352	74.658000	70.712000	
0.000004	1.051814	1.203601	74.414000	70.744000	
0.000004	1.054211	1.216658	74.466000	70.588000	
0.000004	1.056765	1.201861	74.526000	70.826000	
0.000004	1.052379	1.202577	74.474000	70.802000	
0.000004	1.051425	1.192502	74.551000	70.996000	
0.000004	1.056368	1.194404	74.528000	70.856000	
0.000004	1.052880	1.195148	74.469000	71.120000	
0.000003	1.046852	1.200386	74.681000	70.944000	
0.000003	1.054314	1.200411	74.489000	70.906000	
0.000003	1.049895	1.198968	74.684000	70.920000	
0.000003	1.044667	1.190507	74.656000	70.984000	
0.000003	1.046944	1.195591	74.564000	70.828000	
0.000003	1.042476	1.199107	74.814000	71.044000	
0.000003	1.044976	1.200048	74.739000	70.908000	
0.000003	1.049495	1.194729	74.591000	71.024000	
0.000003	1.043901	1.193196	74.668000	70.980000	
0.000003	1.042073	1.191482	74.751000	71.140000	
0.000003	1.045188	1.193853	74.655000	71.052000	
0.000003	1.043618	1.191311	74.711000	71.090000	
0.000003	1.044879	1.195182	74.722000	70.990000	
0.000003	1.046366	1.192142	74.710000	70.990000	
0.000003	1.047488	1.191814	74.676000	71.026000	
0.000003	1.038948	1.189719	74.817000	71.132000	
0.000003	1.038696	1.194429	74.834000	71.136000	
0.000003	1.040542	1.188623	74.794000	71.048000	
0.000003	1.045709	1.191674	74.588000	70.980000	
0.000003	1.033820	1.191925	74.853000	70.914000	
0.000002	1.048726	1.197146	74.552000	70.968000	
0.000002	1.043191	1.192953	74.739000	70.992000	
0.000002	1.039454	1.195968	74.882000	70.966000	
0.000002	1.039843	1.189166	74.844000	71.236000	
0.000002	1.037934	1.191869	74.809000	71.100000	
0.000002	1.037625	1.193532	74.884000	71.022000	
0.000002	1.042393	1.193195	74.923000	71.130000	
0.000002	1.040409	1.195452	74.871000	71.100000	
0.000002	1.036629	1.196120	74.870000	71.054000	
0.000002	1.035638	1.193318	74.901000	70.956000	
0.000002	1.027758	1.199723	75.120000	70.968000	
0.000002	1.040867	1.193623	74.778000	70.982000	
0.000002	1.034969	1.194015	74.812000	71.046000	
0.000002	1.043289	1.194436	74.819000	71.028000	
0.000002	1.027799	1.195241	75.186000	70.976000	
0.000002	1.033864	1.195834	75.035000	70.944000	
0.000002	1.034705	1.195062	75.016000	70.948000	
0.000002	1.036074	1.194135	74.868000	71.016000	
0.000002	1.033509	1.190803	74.953000	71.086000	
0.000001	1.030845	1.190033	75.086000	71.170000	
0.000001	1.031313	1.193680	74.996000	71.032000	
0.000001	1.036776	1.191668	74.914000	71.078000	
0.000001	1.030606	1.192619	75.116000	71.010000	
0.000001	1.030603	1.191963	74.946000	71.176000	
0.000001	1.034044	1.191748	74.946000	71.034000	
0.000001	1.042661	1.189539	74.656000	71.206000	
0.000001	1.033857	1.192977	74.929000	71.228000	
0.000001	1.037540	1.188372	74.922000	71.316000	
0.000001	1.043095	1.190819	74.843000	71.320000	
0.000001	1.043000	1.186411	74.888000	71.190000	
0.000001	1.037156	1.188125	74.811000	71.216000	
0.000001	1.043890	1.187609	74.694000	71.302000	
0.000001	1.034894	1.187464	74.870000	71.238000	
0.000001	1.041289	1.187993	74.956000	71.288000	
0.000001	1.040109	1.189335	74.893000	71.296000	
0.000001	1.036534	1.191022	74.934000	71.318000	
0.000001	1.034873	1.188548	75.059000	71.212000	
0.000001	1.035119	1.188417	74.935000	71.256000	
0.000001	1.036705	1.188853	74.894000	71.300000	
0.000001	1.039394	1.191408	74.902000	71.256000	
0.000001	1.032040	1.188499	74.891000	71.302000	
0.000001	1.034061	1.188037	75.025000	71.232000	
0.000001	1.032782	1.188948	74.978000	71.186000	
0.000001	1.042780	1.190517	74.810000	71.216000	
0.000000	1.032557	1.188187	74.990000	71.278000	
0.000000	1.036276	1.190418	74.847000	71.316000	
0.000000	1.035383	1.187694	74.885000	71.328000	
0.000000	1.036943	1.189557	74.850000	71.326000	
0.000000	1.033849	1.190158	74.908000	71.242000	
0.000000	1.035097	1.188528	75.006000	71.298000	
0.000000	1.033964	1.189610	74.947000	71.218000	
0.000000	1.043120	1.190767	74.844000	71.190000	
0.000000	1.036585	1.189736	74.867000	71.226000	
0.000000	1.034056	1.191148	74.852000	71.236000	
0.000000	1.035202	1.189549	74.869000	71.238000	
0.000000	1.029578	1.188434	75.134000	71.304000	
0.000000	1.026982	1.189577	75.105000	71.252000	
0.000000	1.032701	1.189271	74.987000	71.304000	
0.000000	1.030551	1.188284	75.032000	71.282000	
0.000000	1.036368	1.189819	74.908000	71.230000	
0.000000	1.031200	1.189929	74.991000	71.248000	
0.000000	1.028997	1.190811	74.893000	71.208000	
0.000000	1.037387	1.190612	74.913000	71.256000	
0.000000	1.033902	1.189970	74.990000	71.312000	
0.000000	1.030826	1.189634	74.945000	71.368000	
0.000000	1.030954	1.189697	74.990000	71.294000	
0.000000	1.030090	1.189369	75.158000	71.290000	
0.000000	1.042813	1.189403	74.845000	71.308000	
0.000000	1.032023	1.189357	74.921000	71.298000	
0.000000	1.037666	1.188708	74.940000	71.318000	
0.000000	1.034660	1.189443	74.941000	71.272000	
0.000000	1.039314	1.189315	74.921000	71.310000	
0.000000	1.038022	1.189345	74.785000	71.326000	
0.000000	1.027988	1.189395	75.029000	71.310000	
0.000000	1.037637	1.189326	74.870000	71.314000	
