Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000001	1.023015	1.194531	75.203667	71.074000	
0.000001	1.027627	1.195625	75.081567	71.028000	
0.000001	1.017486	1.192989	75.153626	71.084000	
0.000001	1.026619	1.190963	75.069557	71.128000	
0.000001	1.034246	1.190184	75.183651	71.170000	
0.000001	1.037354	1.189084	75.009508	71.122000	
0.000001	1.033073	1.193205	75.081567	71.044000	
0.000001	1.030143	1.193561	75.095578	71.022000	
0.000000	1.034703	1.192990	75.049541	71.032000	
0.000000	1.035918	1.191308	75.051542	71.152000	
0.000000	1.029669	1.193935	75.031526	71.034000	
0.000000	1.021289	1.194220	75.129606	71.052000	
0.000000	1.020994	1.195585	75.299746	71.102000	
0.000000	1.027460	1.191860	75.143618	71.032000	
0.000000	1.031845	1.191100	75.175644	71.090000	
0.000000	1.029140	1.192164	75.161633	71.038000	
0.000000	1.026482	1.193655	75.075562	71.048000	
0.000000	1.029771	1.192522	75.037531	71.076000	
0.000000	1.034381	1.191195	75.205669	71.084000	
0.000000	1.026993	1.191330	75.363798	71.072000	
0.000000	1.018896	1.193041	75.267720	71.096000	
0.000000	1.036629	1.193095	75.015513	71.126000	
0.000000	1.029688	1.193311	75.011509	71.006000	
0.000000	1.023309	1.192854	75.213675	71.054000	
0.000000	1.025778	1.190994	75.101583	71.122000	
0.000000	1.023464	1.192039	74.985488	71.026000	
0.000000	1.037332	1.192326	74.817350	71.000000	
0.000000	1.031309	1.191915	75.031526	71.024000	
0.000000	1.016021	1.192788	75.369803	71.100000	
0.000000	1.030042	1.192803	75.009508	71.078000	
0.000000	1.022254	1.192229	75.131608	71.110000	
0.000000	1.026029	1.191827	75.061550	71.132000	
0.000000	1.032829	1.192022	75.125603	71.112000	
0.000000	1.033369	1.191927	74.967473	71.064000	
0.000000	1.022505	1.191972	75.033527	71.070000	
0.000000	1.038079	1.192023	74.771312	71.074000	
0.000000	1.025456	1.191857	75.243700	71.136000	
0.000000	1.026800	1.191973	75.145619	71.128000	
0.000000	1.019266	1.191999	75.207670	71.132000	
