Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000005	1.039894	1.208334	74.736000	70.796000	
0.000005	1.042008	1.202230	74.803000	70.750000	
0.000005	1.049095	1.207225	74.777000	70.720000	
0.000005	1.053102	1.198773	74.544000	70.868000	
0.000005	1.055275	1.200469	74.602000	70.924000	
0.000005	1.055322	1.197949	74.610000	70.872000	
0.000005	1.050780	1.204994	74.497000	71.012000	
0.000005	1.048135	1.193053	74.763000	70.958000	
0.000005	1.045298	1.194632	74.698000	70.970000	
0.000005	1.044126	1.193477	74.685000	71.092000	
0.000005	1.043824	1.191626	74.647000	71.058000	
0.000005	1.047853	1.194943	74.648000	70.984000	
0.000005	1.041833	1.195054	74.730000	71.076000	
0.000005	1.042167	1.200360	74.708000	71.018000	
0.000005	1.039860	1.197275	74.822000	71.148000	
0.000005	1.041632	1.201712	74.823000	70.950000	
0.000005	1.045177	1.200663	74.633000	70.994000	
0.000005	1.049201	1.198504	74.547000	71.020000	
0.000005	1.048711	1.202719	74.527000	70.964000	
0.000005	1.041555	1.196623	74.935000	71.082000	
0.000005	1.047412	1.190702	74.571000	71.152000	
0.000005	1.033789	1.198665	74.827000	70.974000	
0.000005	1.043039	1.199599	74.765000	70.980000	
0.000005	1.042342	1.197585	74.758000	70.806000	
0.000005	1.041206	1.193142	74.702000	71.092000	
0.000005	1.040032	1.197564	74.803000	70.890000	
0.000005	1.037507	1.198267	74.930000	71.072000	
0.000005	1.035647	1.195066	74.827000	71.100000	
0.000005	1.035562	1.197611	74.966000	70.970000	
0.000005	1.036421	1.194826	74.875000	70.968000	
0.000005	1.033918	1.197734	74.915000	70.966000	
0.000005	1.032567	1.199694	75.032000	70.842000	
0.000005	1.028723	1.194886	75.047000	71.074000	
0.000005	1.033175	1.202365	74.978000	71.052000	
0.000005	1.025642	1.202812	75.117000	71.056000	
0.000005	1.038453	1.197766	74.812000	70.974000	
0.000005	1.031988	1.197748	75.185000	71.002000	
0.000005	1.037579	1.204178	74.892000	70.962000	
0.000005	1.025832	1.198873	75.123000	70.954000	
0.000005	1.031386	1.205427	74.885000	70.920000	
0.000005	1.029541	1.202807	75.063000	70.864000	
0.000005	1.028477	1.204434	75.191000	71.054000	
0.000005	1.031898	1.203840	74.899000	70.940000	
0.000005	1.027579	1.199729	75.069000	70.778000	
0.000005	1.029617	1.203337	75.019000	70.952000	
0.000005	1.030201	1.208797	75.018000	70.840000	
0.000005	1.025667	1.196419	75.065000	71.100000	
0.000005	1.020542	1.197774	75.274000	71.002000	
0.000005	1.029371	1.206110	74.912000	70.804000	
0.000005	1.024253	1.199403	75.166000	71.062000	
0.000005	1.027704	1.199472	75.239000	71.018000	
0.000005	1.027984	1.200496	74.981000	71.040000	
0.000005	1.023497	1.205279	75.217000	70.884000	
0.000005	1.038918	1.196702	74.834000	71.076000	
0.000005	1.034748	1.201212	74.972000	71.184000	
0.000005	1.033224	1.198237	75.100000	71.014000	
0.000005	1.026712	1.200065	75.181000	71.066000	
0.000005	1.026842	1.196535	75.171000	71.198000	
0.000005	1.026186	1.200371	75.156000	71.162000	
0.000005	1.024228	1.197169	75.215000	71.080000	
0.000005	1.029548	1.202039	75.182000	71.020000	
0.000005	1.026046	1.199061	75.235000	71.120000	
0.000005	1.026674	1.205080	75.160000	71.052000	
0.000005	1.030463	1.197492	75.051000	71.120000	
0.000005	1.016941	1.203011	75.370000	71.162000	
0.000005	1.021524	1.198160	75.354000	71.042000	
0.000005	1.018070	1.197179	75.395000	71.124000	
0.000005	1.026894	1.200041	75.134000	71.064000	
0.000005	1.020394	1.199862	75.228000	71.074000	
0.000005	1.014014	1.199201	75.415000	70.998000	
0.000005	1.017994	1.197722	75.427000	71.108000	
0.000005	1.016122	1.196573	75.425000	71.214000	
0.000005	1.014940	1.196517	75.411000	71.144000	
0.000005	1.018504	1.194261	75.367000	71.144000	
0.000005	1.006011	1.199134	75.382000	71.152000	
0.000005	1.017747	1.196810	75.391000	71.276000	
0.000005	1.015915	1.196855	75.332000	71.140000	0.000005	1.017914	1.200523	75.348000	71.126000	
0.000005	1.003844	1.200997	75.594000	71.204000	
0.000005	1.007418	1.199655	75.665000	71.172000	
0.000005	1.004227	1.202698	75.650000	71.002000	
0.000005	1.013304	1.194858	75.397000	71.104000	
0.000005	1.013016	1.205086	75.517000	71.036000	
0.000005	0.996337	1.202942	75.758000	71.114000	
0.000005	1.012090	1.196725	75.575000	71.118000	
0.000005	1.008996	1.198280	75.528000	71.014000	
0.000005	1.006442	1.197361	75.608000	71.104000	
0.000005	1.020391	1.206921	75.252000	71.062000	
0.000005	1.007199	1.208578	75.597000	71.066000	
0.000005	1.000073	1.201620	75.579000	71.206000	
0.000005	1.014326	1.195763	75.399000	71.304000	
0.000005	1.002311	1.203369	75.689000	71.056000	
0.000005	1.006958	1.204985	75.588000	71.126000	
0.000005	1.006758	1.204966	75.589000	71.168000	
0.000005	1.003189	1.205920	75.755000	71.130000	
0.000005	1.000883	1.203951	75.662000	70.922000	
0.000005	0.993362	1.200571	75.999000	71.164000	
0.000005	1.000819	1.203182	75.716000	71.066000	
0.000005	1.001881	1.199958	75.651000	70.994000	
0.000005	1.002508	1.201008	75.641000	71.078000	
0.000005	0.995760	1.200941	75.718000	71.092000	
0.000005	0.992688	1.202367	75.833000	71.054000	
0.000005	0.997739	1.199137	75.630000	71.076000	
