Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000004	0.855786	1.339206	79.226966	69.330000	
0.000004	0.841602	1.336460	79.307032	69.440000	
0.000004	0.846351	1.339370	79.307032	69.460000	
0.000004	0.842307	1.340229	79.581257	69.424000	
0.000003	0.844192	1.344903	79.413119	69.292000	
0.000003	0.845314	1.340494	79.178927	69.346000	
0.000003	0.853565	1.344016	79.116876	69.286000	
0.000003	0.852514	1.335281	79.401109	69.348000	
0.000002	0.851059	1.344396	79.246983	69.288000	
0.000002	0.841987	1.348382	79.465161	69.282000	
0.000002	0.848812	1.343839	79.363078	69.160000	
0.000002	0.847262	1.344307	79.353070	69.232000	
0.000002	0.843330	1.342544	79.485178	69.304000	
0.000001	0.846385	1.340868	79.216958	69.324000	
0.000001	0.845191	1.340511	79.232971	69.352000	
0.000001	0.848601	1.341543	79.463160	69.430000	
0.000001	0.830042	1.340715	79.679337	69.340000	
0.000001	0.842469	1.344834	79.373086	69.282000	
0.000001	0.842602	1.343907	79.403111	69.306000	
0.000001	0.842698	1.345635	79.437138	69.330000	
0.000000	0.838870	1.346242	79.665326	69.252000	
0.000000	0.837274	1.346798	79.413119	69.308000	
0.000000	0.842709	1.345654	79.347065	69.330000	
0.000000	0.837597	1.344564	79.541224	69.328000	
0.000000	0.857027	1.342917	79.126884	69.274000	
0.000000	0.837406	1.343462	79.569247	69.340000	
0.000000	0.831776	1.343801	79.609280	69.314000	
0.000000	0.844904	1.343709	79.293020	69.334000	
