Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000001	1.007113	1.194624	75.349787	71.266000	
0.000001	1.018426	1.194835	75.339779	71.120000	
0.000001	1.024379	1.191283	75.049541	71.172000	
0.000001	1.006568	1.191832	75.403831	71.208000	
0.000001	1.016350	1.188331	75.291739	71.348000	
0.000001	1.020688	1.190618	75.145619	71.318000	
0.000001	1.017817	1.191947	75.417843	71.260000	
0.000001	1.003555	1.192136	75.539943	71.140000	
0.000000	1.016755	1.192590	75.425849	71.236000	
0.000000	1.013847	1.193980	75.431854	71.238000	
0.000000	1.023848	1.191638	75.151624	71.212000	
0.000000	1.013044	1.192163	75.393823	71.184000	
0.000000	1.007802	1.190772	75.425849	71.232000	
0.000000	1.020711	1.192095	75.269721	71.286000	
0.000000	1.016316	1.192352	75.163634	71.240000	
0.000000	1.017426	1.189693	75.355792	71.204000	
0.000000	1.013758	1.191531	75.281731	71.252000	
0.000000	1.025117	1.191021	75.017514	71.236000	
0.000000	1.016447	1.191582	75.391821	71.282000	
0.000000	1.012059	1.190640	75.551953	71.206000	
0.000000	1.011020	1.190520	75.391821	71.280000	
0.000000	1.006195	1.190995	75.694069	71.288000	
0.000000	1.016847	1.190384	75.371805	71.296000	
0.000000	1.021975	1.191897	75.171641	71.298000	
0.000000	1.008630	1.191481	75.533938	71.266000	
0.000000	1.016045	1.190938	75.147621	71.258000	
0.000000	1.013443	1.191159	75.541944	71.296000	
0.000000	1.009965	1.190917	75.427851	71.254000	
0.000000	1.018152	1.190481	75.291739	71.236000	
0.000000	1.015714	1.190067	75.431854	71.254000	
